,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time
54,Heidi,Glover,hxg56446,65.0,80,2019-08-29 08:56:02,52,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,65,100,2019-09-19 08:56:02,45,70,2019-09-26 08:56:02,81,90,2019-10-03 08:56:02,47,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,51,60,2019-10-24 08:56:02,48,60,2019-10-31 08:56:02,60,100,2019-10-08 12:30:07,83,100,2019-11-08 12:30:07,83,100,2019-12-08 12:30:07
55,Heather,Webb,hxw92728,56.0,80,2019-08-29 08:56:02,48,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,60,100,2019-09-19 08:56:02,47,70,2019-09-26 08:56:02,84,90,2019-10-03 08:56:02,35,50,2019-10-10 08:56:02,45,70,2019-10-17 08:56:02,44,60,2019-10-24 08:56:02,40,60,2019-10-31 08:56:02,100,100,2019-10-08 12:30:07,61,100,2019-11-08 12:30:07,62,100,2019-12-08 12:30:07
56,Jessica,Garza,jag55224,49.0,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,71,80,2019-09-12 08:56:02,69,100,2019-09-19 08:56:02,44,70,2019-09-26 08:56:02,74,90,2019-10-03 08:56:02,46,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,46,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,90,100,2019-10-08 12:30:07,79,100,2019-11-08 12:30:07,62,100,2019-12-08 12:30:07
57,Jill,Clark,jgc21028,70.0,80,2019-08-29 08:56:02,71,80,2019-09-05 08:56:02,52,80,2019-09-12 08:56:02,96,100,2019-09-19 08:56:02,56,70,2019-09-26 08:56:02,71,90,2019-10-03 08:56:02,36,50,2019-10-10 08:56:02,55,70,2019-10-17 08:56:02,53,60,2019-10-24 08:56:02,50,60,2019-10-31 08:56:02,62,100,2019-10-08 12:30:07,94,100,2019-11-08 12:30:07,88,100,2019-12-08 12:30:07
58,Gregg,Flower,jgf12345,69.0,80,2019-08-29 08:56:02,52,80,2019-09-05 08:56:02,64,80,2019-09-12 08:56:02,75,100,2019-09-19 08:56:02,61,70,2019-09-26 08:56:02,83,90,2019-10-03 08:56:02,41,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,42,60,2019-10-24 08:56:02,40,60,2019-10-31 08:56:02,72,100,2019-10-08 12:30:07,83,100,2019-11-08 12:30:07,77,100,2019-12-08 12:30:07
59,John,Harris,jlh15029,74.0,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,53,80,2019-09-12 08:56:02,89,100,2019-09-19 08:56:02,69,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,47,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,39,60,2019-10-24 08:56:02,60,60,2019-10-31 08:56:02,91,100,2019-10-08 12:30:07,90,100,2019-11-08 12:30:07,95,100,2019-12-08 12:30:07
60,Jonathan,Pena,jmp63760,53.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,55,80,2019-09-12 08:56:02,70,100,2019-09-19 08:56:02,51,70,2019-09-26 08:56:02,74,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,63,70,2019-10-17 08:56:02,47,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,74,100,2019-10-08 12:30:07,79,100,2019-11-08 12:30:07,84,100,2019-12-08 12:30:07
61,John,Rodriguez,jsr21334,78.0,80,2019-08-29 08:56:02,76,80,2019-09-05 08:56:02,63,80,2019-09-12 08:56:02,61,100,2019-09-19 08:56:02,52,70,2019-09-26 08:56:02,61,90,2019-10-03 08:56:02,41,50,2019-10-10 08:56:02,55,70,2019-10-17 08:56:02,37,60,2019-10-24 08:56:02,60,60,2019-10-31 08:56:02,92,100,2019-10-08 12:30:07,68,100,2019-11-08 12:30:07,89,100,2019-12-08 12:30:07
62,Joseph,Young,jty40106,51.0,80,2019-08-29 08:56:02,69,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,68,100,2019-09-19 08:56:02,67,70,2019-09-26 08:56:02,63,90,2019-10-03 08:56:02,49,50,2019-10-10 08:56:02,42,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,49,60,2019-10-31 08:56:02,72,100,2019-10-08 12:30:07,68,100,2019-11-08 12:30:07,96,100,2019-12-08 12:30:07
63,John,Bauer,jxb40799,57.0,80,2019-08-29 08:56:02,70,80,2019-09-05 08:56:02,73,80,2019-09-12 08:56:02,83,100,2019-09-19 08:56:02,56,70,2019-09-26 08:56:02,89,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,57,70,2019-10-17 08:56:02,57,60,2019-10-24 08:56:02,44,60,2019-10-31 08:56:02,64,100,2019-10-08 12:30:07,88,100,2019-11-08 12:30:07,92,100,2019-12-08 12:30:07
64,Jamie,Johnson,jxj82678,74.0,80,2019-08-29 08:56:02,78,80,2019-09-05 08:56:02,76,80,2019-09-12 08:56:02,100,100,2019-09-19 08:56:02,66,70,2019-09-26 08:56:02,85,90,2019-10-03 08:56:02,40,50,2019-10-10 08:56:02,67,70,2019-10-17 08:56:02,36,60,2019-10-24 08:56:02,50,60,2019-10-31 08:56:02,63,100,2019-10-08 12:30:07,71,100,2019-11-08 12:30:07,90,100,2019-12-08 12:30:07
65,Jorge,Miller,jxm83777,69.0,80,2019-08-29 08:56:02,56,80,2019-09-05 08:56:02,59,80,2019-09-12 08:56:02,88,100,2019-09-19 08:56:02,50,70,2019-09-26 08:56:02,67,90,2019-10-03 08:56:02,47,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,58,60,2019-10-24 08:56:02,57,60,2019-10-31 08:56:02,74,100,2019-10-08 12:30:07,73,100,2019-11-08 12:30:07,81,100,2019-12-08 12:30:07
66,John,Odom,jxo31236,59.0,80,2019-08-29 08:56:02,59,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,61,100,2019-09-19 08:56:02,44,70,2019-09-26 08:56:02,62,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,66,70,2019-10-17 08:56:02,52,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,85,100,2019-10-08 12:30:07,100,100,2019-11-08 12:30:07,80,100,2019-12-08 12:30:07
67,Jeffrey,Perez,jxp06435,50.0,80,2019-08-29 08:56:02,56,80,2019-09-05 08:56:02,50,80,2019-09-12 08:56:02,100,100,2019-09-19 08:56:02,53,70,2019-09-26 08:56:02,86,90,2019-10-03 08:56:02,41,50,2019-10-10 08:56:02,58,70,2019-10-17 08:56:02,44,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,67,100,2019-10-08 12:30:07,81,100,2019-11-08 12:30:07,95,100,2019-12-08 12:30:07
68,Jason,Reyes,jxr10806,67.0,80,2019-08-29 08:56:02,66,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,68,100,2019-09-19 08:56:02,57,70,2019-09-26 08:56:02,70,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,57,60,2019-10-24 08:56:02,44,60,2019-10-31 08:56:02,70,100,2019-10-08 12:30:07,81,100,2019-11-08 12:30:07,86,100,2019-12-08 12:30:07
69,James,Underwood,jxu45537,65.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,73,80,2019-09-12 08:56:02,81,100,2019-09-19 08:56:02,66,70,2019-09-26 08:56:02,79,90,2019-10-03 08:56:02,40,50,2019-10-10 08:56:02,45,70,2019-10-17 08:56:02,51,60,2019-10-24 08:56:02,39,60,2019-10-31 08:56:02,77,100,2019-10-08 12:30:07,76,100,2019-11-08 12:30:07,84,100,2019-12-08 12:30:07
70,Joyce,Walls,jxw53347,59.0,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,61,80,2019-09-12 08:56:02,84,100,2019-09-19 08:56:02,44,70,2019-09-26 08:56:02,64,90,2019-10-03 08:56:02,40,50,2019-10-10 08:56:02,45,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,69,100,2019-10-08 12:30:07,73,100,2019-11-08 12:30:07,91,100,2019-12-08 12:30:07
71,John,Woodard,jxw87000,51.0,80,2019-08-29 08:56:02,68,80,2019-09-05 08:56:02,56,80,2019-09-12 08:56:02,71,100,2019-09-19 08:56:02,69,70,2019-09-26 08:56:02,60,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,56,70,2019-10-17 08:56:02,41,60,2019-10-24 08:56:02,60,60,2019-10-31 08:56:02,68,100,2019-10-08 12:30:07,93,100,2019-11-08 12:30:07,62,100,2019-12-08 12:30:07
72,Jill,Walsh,jxw98212,65.0,80,2019-08-29 08:56:02,48,80,2019-09-05 08:56:02,49,80,2019-09-12 08:56:02,73,100,2019-09-19 08:56:02,47,70,2019-09-26 08:56:02,74,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,68,70,2019-10-17 08:56:02,50,60,2019-10-24 08:56:02,38,60,2019-10-31 08:56:02,73,100,2019-10-08 12:30:07,99,100,2019-11-08 12:30:07,78,100,2019-12-08 12:30:07
73,Kimberly,Moore,kam90876,79.0,80,2019-08-29 08:56:02,60,80,2019-09-05 08:56:02,70,80,2019-09-12 08:56:02,90,100,2019-09-19 08:56:02,54,70,2019-09-26 08:56:02,61,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,54,70,2019-10-17 08:56:02,46,60,2019-10-24 08:56:02,36,60,2019-10-31 08:56:02,64,100,2019-10-08 12:30:07,96,100,2019-11-08 12:30:07,64,100,2019-12-08 12:30:07
74,Kimberly,Rhodes,kpr82051,60.0,80,2019-08-29 08:56:02,61,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,79,100,2019-09-19 08:56:02,42,70,2019-09-26 08:56:02,86,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,48,70,2019-10-17 08:56:02,48,60,2019-10-24 08:56:02,47,60,2019-10-31 08:56:02,61,100,2019-10-08 12:30:07,62,100,2019-11-08 12:30:07,97,100,2019-12-08 12:30:07
75,Kelsey,Brown,ksb85997,78.0,80,2019-08-29 08:56:02,68,80,2019-09-05 08:56:02,52,80,2019-09-12 08:56:02,80,100,2019-09-19 08:56:02,51,70,2019-09-26 08:56:02,70,90,2019-10-03 08:56:02,49,50,2019-10-10 08:56:02,46,70,2019-10-17 08:56:02,59,60,2019-10-24 08:56:02,56,60,2019-10-31 08:56:02,80,100,2019-10-08 12:30:07,69,100,2019-11-08 12:30:07,83,100,2019-12-08 12:30:07
76,Kristin,Petersen,ksp17362,49.0,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,75,80,2019-09-12 08:56:02,90,100,2019-09-19 08:56:02,54,70,2019-09-26 08:56:02,90,90,2019-10-03 08:56:02,45,50,2019-10-10 08:56:02,47,70,2019-10-17 08:56:02,46,60,2019-10-24 08:56:02,40,60,2019-10-31 08:56:02,97,100,2019-10-08 12:30:07,68,100,2019-11-08 12:30:07,97,100,2019-12-08 12:30:07
77,Katelyn,Faulkner,kxf45205,65.0,80,2019-08-29 08:56:02,65,80,2019-09-05 08:56:02,55,80,2019-09-12 08:56:02,90,100,2019-09-19 08:56:02,69,70,2019-09-26 08:56:02,65,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,69,70,2019-10-17 08:56:02,44,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,68,100,2019-10-08 12:30:07,60,100,2019-11-08 12:30:07,61,100,2019-12-08 12:30:07
78,Kimberly,Mccall,kxm62826,61.0,80,2019-08-29 08:56:02,53,80,2019-09-05 08:56:02,79,80,2019-09-12 08:56:02,95,100,2019-09-19 08:56:02,44,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,36,50,2019-10-10 08:56:02,48,70,2019-10-17 08:56:02,60,60,2019-10-24 08:56:02,57,60,2019-10-31 08:56:02,79,100,2019-10-08 12:30:07,98,100,2019-11-08 12:30:07,60,100,2019-12-08 12:30:07
79,Kerry,Smith,kxs29884,53.0,80,2019-08-29 08:56:02,73,80,2019-09-05 08:56:02,53,80,2019-09-12 08:56:02,71,100,2019-09-19 08:56:02,63,70,2019-09-26 08:56:02,69,90,2019-10-03 08:56:02,50,50,2019-10-10 08:56:02,44,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,49,60,2019-10-31 08:56:02,62,100,2019-10-08 12:30:07,95,100,2019-11-08 12:30:07,84,100,2019-12-08 12:30:07
80,Kimberly,Williams,kxw26270,72.0,80,2019-08-29 08:56:02,80,80,2019-09-05 08:56:02,63,80,2019-09-12 08:56:02,87,100,2019-09-19 08:56:02,57,70,2019-09-26 08:56:02,71,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,42,60,2019-10-24 08:56:02,49,60,2019-10-31 08:56:02,82,100,2019-10-08 12:30:07,95,100,2019-11-08 12:30:07,85,100,2019-12-08 12:30:07
81,Lauren,Anderson,lba53221,55.0,80,2019-08-29 08:56:02,75,80,2019-09-05 08:56:02,57,80,2019-09-12 08:56:02,75,100,2019-09-19 08:56:02,47,70,2019-09-26 08:56:02,83,90,2019-10-03 08:56:02,48,50,2019-10-10 08:56:02,44,70,2019-10-17 08:56:02,44,60,2019-10-24 08:56:02,56,60,2019-10-31 08:56:02,94,100,2019-10-08 12:30:07,67,100,2019-11-08 12:30:07,86,100,2019-12-08 12:30:07
82,Laura,Reid,lcr30757,51.0,80,2019-08-29 08:56:02,75,80,2019-09-05 08:56:02,48,80,2019-09-12 08:56:02,62,100,2019-09-19 08:56:02,42,70,2019-09-26 08:56:02,54,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,61,70,2019-10-17 08:56:02,49,60,2019-10-24 08:56:02,46,60,2019-10-31 08:56:02,64,100,2019-10-08 12:30:07,86,100,2019-11-08 12:30:07,86,100,2019-12-08 12:30:07
83,Levi,Wilkerson,lkw48972,52.0,80,2019-08-29 08:56:02,80,80,2019-09-05 08:56:02,75,80,2019-09-12 08:56:02,62,100,2019-09-19 08:56:02,43,70,2019-09-26 08:56:02,70,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,42,70,2019-10-17 08:56:02,38,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,71,100,2019-10-08 12:30:07,96,100,2019-11-08 12:30:07,93,100,2019-12-08 12:30:07
84,Linda,Friedman,llf55044,49.0,80,2019-08-29 08:56:02,70,80,2019-09-05 08:56:02,62,80,2019-09-12 08:56:02,83,100,2019-09-19 08:56:02,58,70,2019-09-26 08:56:02,79,90,2019-10-03 08:56:02,42,50,2019-10-10 08:56:02,60,70,2019-10-17 08:56:02,54,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,64,100,2019-10-08 12:30:07,86,100,2019-11-08 12:30:07,70,100,2019-12-08 12:30:07
85,Lauren,Brock,lmb95641,74.0,80,2019-08-29 08:56:02,58,80,2019-09-05 08:56:02,62,80,2019-09-12 08:56:02,82,100,2019-09-19 08:56:02,54,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,51,70,2019-10-17 08:56:02,60,60,2019-10-24 08:56:02,54,60,2019-10-31 08:56:02,75,100,2019-10-08 12:30:07,72,100,2019-11-08 12:30:07,96,100,2019-12-08 12:30:07
86,Lucas,Baldwin,lxb98047,79.0,80,2019-08-29 08:56:02,50,80,2019-09-05 08:56:02,77,80,2019-09-12 08:56:02,95,100,2019-09-19 08:56:02,55,70,2019-09-26 08:56:02,76,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,67,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,50,60,2019-10-31 08:56:02,83,100,2019-10-08 12:30:07,74,100,2019-11-08 12:30:07,97,100,2019-12-08 12:30:07
87,Lorraine,Carter,lxc64780,50.0,80,2019-08-29 08:56:02,66,80,2019-09-05 08:56:02,62,80,2019-09-12 08:56:02,80,100,2019-09-19 08:56:02,42,70,2019-09-26 08:56:02,66,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,56,70,2019-10-17 08:56:02,45,60,2019-10-24 08:56:02,43,60,2019-10-31 08:56:02,68,100,2019-10-08 12:30:07,69,100,2019-11-08 12:30:07,99,100,2019-12-08 12:30:07
88,Luke,Davidson,lxd16906,49.0,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,77,80,2019-09-12 08:56:02,94,100,2019-09-19 08:56:02,45,70,2019-09-26 08:56:02,69,90,2019-10-03 08:56:02,40,50,2019-10-10 08:56:02,53,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,92,100,2019-10-08 12:30:07,62,100,2019-11-08 12:30:07,60,100,2019-12-08 12:30:07
89,Lori,Gordon,lxg35058,52.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,75,80,2019-09-12 08:56:02,79,100,2019-09-19 08:56:02,67,70,2019-09-26 08:56:02,72,90,2019-10-03 08:56:02,50,50,2019-10-10 08:56:02,51,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,38,60,2019-10-31 08:56:02,88,100,2019-10-08 12:30:07,96,100,2019-11-08 12:30:07,76,100,2019-12-08 12:30:07
90,Leslie,Sparks,lxs77616,66.0,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,54,80,2019-09-12 08:56:02,66,100,2019-09-19 08:56:02,48,70,2019-09-26 08:56:02,56,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,63,70,2019-10-17 08:56:02,43,60,2019-10-24 08:56:02,50,60,2019-10-31 08:56:02,61,100,2019-10-08 12:30:07,95,100,2019-11-08 12:30:07,90,100,2019-12-08 12:30:07
91,Michael,Taylor,mat59156,58.0,80,2019-08-29 08:56:02,60,80,2019-09-05 08:56:02,50,80,2019-09-12 08:56:02,72,100,2019-09-19 08:56:02,46,70,2019-09-26 08:56:02,68,90,2019-10-03 08:56:02,37,50,2019-10-10 08:56:02,49,70,2019-10-17 08:56:02,47,60,2019-10-24 08:56:02,36,60,2019-10-31 08:56:02,91,100,2019-10-08 12:30:07,68,100,2019-11-08 12:30:07,66,100,2019-12-08 12:30:07
92,Matthew,Gonzalez,mjg41514,75.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,76,80,2019-09-12 08:56:02,70,100,2019-09-19 08:56:02,46,70,2019-09-26 08:56:02,62,90,2019-10-03 08:56:02,45,50,2019-10-10 08:56:02,49,70,2019-10-17 08:56:02,58,60,2019-10-24 08:56:02,52,60,2019-10-31 08:56:02,78,100,2019-10-08 12:30:07,73,100,2019-11-08 12:30:07,60,100,2019-12-08 12:30:07
93,Margaret,James,mjj83180,67.0,80,2019-08-29 08:56:02,63,80,2019-09-05 08:56:02,48,80,2019-09-12 08:56:02,81,100,2019-09-19 08:56:02,62,70,2019-09-26 08:56:02,89,90,2019-10-03 08:56:02,36,50,2019-10-10 08:56:02,57,70,2019-10-17 08:56:02,48,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,85,100,2019-10-08 12:30:07,90,100,2019-11-08 12:30:07,97,100,2019-12-08 12:30:07
94,Mark,Patrick,mjp68159,70.0,80,2019-08-29 08:56:02,65,80,2019-09-05 08:56:02,73,80,2019-09-12 08:56:02,84,100,2019-09-19 08:56:02,68,70,2019-09-26 08:56:02,74,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,36,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,92,100,2019-10-08 12:30:07,65,100,2019-11-08 12:30:07,80,100,2019-12-08 12:30:07
95,Mark,Lopez,msl77920,58.0,80,2019-08-29 08:56:02,51,80,2019-09-05 08:56:02,55,80,2019-09-12 08:56:02,69,100,2019-09-19 08:56:02,65,70,2019-09-26 08:56:02,81,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,59,70,2019-10-17 08:56:02,45,60,2019-10-24 08:56:02,40,60,2019-10-31 08:56:02,94,100,2019-10-08 12:30:07,87,100,2019-11-08 12:30:07,78,100,2019-12-08 12:30:07
96,Michael,Benton,mxb67936,54.0,80,2019-08-29 08:56:02,66,80,2019-09-05 08:56:02,68,80,2019-09-12 08:56:02,65,100,2019-09-19 08:56:02,50,70,2019-09-26 08:56:02,63,90,2019-10-03 08:56:02,49,50,2019-10-10 08:56:02,52,70,2019-10-17 08:56:02,48,60,2019-10-24 08:56:02,46,60,2019-10-31 08:56:02,78,100,2019-10-08 12:30:07,91,100,2019-11-08 12:30:07,91,100,2019-12-08 12:30:07
97,Michele,Jones,mxj54725,67.0,80,2019-08-29 08:56:02,61,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,95,100,2019-09-19 08:56:02,63,70,2019-09-26 08:56:02,89,90,2019-10-03 08:56:02,42,50,2019-10-10 08:56:02,58,70,2019-10-17 08:56:02,43,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,100,100,2019-10-08 12:30:07,82,100,2019-11-08 12:30:07,63,100,2019-12-08 12:30:07
98,Malaika,Lambert,mxl12345,63.0,80,2019-08-29 08:56:02,57,80,2019-09-05 08:56:02,78,80,2019-09-12 08:56:02,83,100,2019-09-19 08:56:02,61,70,2019-09-26 08:56:02,88,90,2019-10-03 08:56:02,42,50,2019-10-10 08:56:02,58,70,2019-10-17 08:56:02,45,60,2019-10-24 08:56:02,37,60,2019-10-31 08:56:02,60,100,2019-10-08 12:30:07,91,100,2019-11-08 12:30:07,93,100,2019-12-08 12:30:07
99,Michelle,Lee,mxl67812,56.0,80,2019-08-29 08:56:02,68,80,2019-09-05 08:56:02,57,80,2019-09-12 08:56:02,74,100,2019-09-19 08:56:02,53,70,2019-09-26 08:56:02,89,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,57,70,2019-10-17 08:56:02,48,60,2019-10-24 08:56:02,39,60,2019-10-31 08:56:02,91,100,2019-10-08 12:30:07,76,100,2019-11-08 12:30:07,77,100,2019-12-08 12:30:07
100,Melissa,Poole,mxp86000,62.0,80,2019-08-29 08:56:02,70,80,2019-09-05 08:56:02,70,80,2019-09-12 08:56:02,73,100,2019-09-19 08:56:02,54,70,2019-09-26 08:56:02,82,90,2019-10-03 08:56:02,43,50,2019-10-10 08:56:02,65,70,2019-10-17 08:56:02,54,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,88,100,2019-10-08 12:30:07,97,100,2019-11-08 12:30:07,83,100,2019-12-08 12:30:07
101,Marcia,Stevens,mxs29840,51.0,80,2019-08-29 08:56:02,72,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,84,100,2019-09-19 08:56:02,68,70,2019-09-26 08:56:02,73,90,2019-10-03 08:56:02,50,50,2019-10-10 08:56:02,65,70,2019-10-17 08:56:02,59,60,2019-10-24 08:56:02,59,60,2019-10-31 08:56:02,63,100,2019-10-08 12:30:07,99,100,2019-11-08 12:30:07,83,100,2019-12-08 12:30:07
102,Michelle,Scott,mxs33225,52.0,80,2019-08-29 08:56:02,55,80,2019-09-05 08:56:02,72,80,2019-09-12 08:56:02,66,100,2019-09-19 08:56:02,44,70,2019-09-26 08:56:02,79,90,2019-10-03 08:56:02,35,50,2019-10-10 08:56:02,52,70,2019-10-17 08:56:02,50,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,87,100,2019-10-08 12:30:07,77,100,2019-11-08 12:30:07,92,100,2019-12-08 12:30:07
103,Matthew,Smith,mxs33416,75.0,80,2019-08-29 08:56:02,53,80,2019-09-05 08:56:02,57,80,2019-09-12 08:56:02,69,100,2019-09-19 08:56:02,53,70,2019-09-26 08:56:02,78,90,2019-10-03 08:56:02,50,50,2019-10-10 08:56:02,51,70,2019-10-17 08:56:02,47,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,66,100,2019-10-08 12:30:07,63,100,2019-11-08 12:30:07,93,100,2019-12-08 12:30:07
104,Nicole,Patterson,njp08545,66.0,80,2019-08-29 08:56:02,66,80,2019-09-05 08:56:02,55,80,2019-09-12 08:56:02,89,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,83,90,2019-10-03 08:56:02,48,50,2019-10-10 08:56:02,59,70,2019-10-17 08:56:02,37,60,2019-10-24 08:56:02,53,60,2019-10-31 08:56:02,96,100,2019-10-08 12:30:07,91,100,2019-11-08 12:30:07,95,100,2019-12-08 12:30:07
105,Nathan,Bates,nsb43944,68.0,80,2019-08-29 08:56:02,67,80,2019-09-05 08:56:02,69,80,2019-09-12 08:56:02,72,100,2019-09-19 08:56:02,61,70,2019-09-26 08:56:02,80,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,71,100,2019-10-08 12:30:07,76,100,2019-11-08 12:30:07,82,100,2019-12-08 12:30:07
106,Nicole,Edwards,nxe44872,62.0,80,2019-08-29 08:56:02,76,80,2019-09-05 08:56:02,62,80,2019-09-12 08:56:02,79,100,2019-09-19 08:56:02,64,70,2019-09-26 08:56:02,74,90,2019-10-03 08:56:02,37,50,2019-10-10 08:56:02,58,70,2019-10-17 08:56:02,58,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,89,100,2019-10-08 12:30:07,63,100,2019-11-08 12:30:07,65,100,2019-12-08 12:30:07
107,Nicole,Mann,nxm87406,73.0,80,2019-08-29 08:56:02,53,80,2019-09-05 08:56:02,80,80,2019-09-12 08:56:02,75,100,2019-09-19 08:56:02,60,70,2019-09-26 08:56:02,88,90,2019-10-03 08:56:02,49,50,2019-10-10 08:56:02,70,70,2019-10-17 08:56:02,54,60,2019-10-24 08:56:02,45,60,2019-10-31 08:56:02,99,100,2019-10-08 12:30:07,85,100,2019-11-08 12:30:07,97,100,2019-12-08 12:30:07
108,Oscar,Rush,oxr30270,50.0,80,2019-08-29 08:56:02,56,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,80,100,2019-09-19 08:56:02,42,70,2019-09-26 08:56:02,68,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,67,70,2019-10-17 08:56:02,57,60,2019-10-24 08:56:02,40,60,2019-10-31 08:56:02,74,100,2019-10-08 12:30:07,80,100,2019-11-08 12:30:07,66,100,2019-12-08 12:30:07
109,Paul,Johnson,pmj37756,73.0,80,2019-08-29 08:56:02,50,80,2019-09-05 08:56:02,55,80,2019-09-12 08:56:02,65,100,2019-09-19 08:56:02,47,70,2019-09-26 08:56:02,76,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,55,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,84,100,2019-10-08 12:30:07,80,100,2019-11-08 12:30:07,94,100,2019-12-08 12:30:07
